carat,cut,color,clarity,depth,table,y_pred
0.32,2,4,4,62.3,54.0,798.3125
0.37,2,3,3,60.0,59.0,878.2333333333335
0.41,2,1,6,61.7,54.0,773.54
0.3,2,5,4,61.4,57.0,633.1618333333333
0.9,1,4,4,62.7,58.0,4548.16
0.59,2,1,6,61.2,56.0,1827.78
1.05,3,4,7,61.6,60.0,4339.57
1.31,2,2,4,61.7,55.0,12249.77
0.81,1,5,7,60.0,59.0,2486.64
0.7,2,2,6,60.9,57.0,2721.431666666667
1.11,1,3,7,62.2,57.0,4542.7716666666665
0.71,4,3,7,63.6,60.0,2088.4325
0.3,2,4,3,61.4,57.0,684.0916666666667
1.04,3,6,6,62.5,62.0,4211.79
0.51,2,2,7,61.0,56.0,1140.32
0.54,2,6,4,62.3,57.0,1318.88
1.16,2,1,6,62.0,56.0,6430.493333333333
0.31,2,3,2,62.1,56.0,891.6875000000001
0.31,1,1,2,61.1,56.0,1031.826523809524
0.7,4,5,3,64.3,60.0,2589.82
0.5,2,3,3,61.6,56.0,2131.5215
0.36,2,5,5,62.1,55.0,674.2625
0.23,3,3,3,58.1,63.0,482.58
2.21,1,3,7,59.6,60.0,15821.54
0.96,3,4,7,63.1,56.0,3773.27
0.54,2,1,3,61.4,52.0,2906.47
0.53,2,4,7,59.9,57.0,1112.855
1.2,3,6,6,62.6,58.2,5374.88
0.31,2,3,2,62.0,55.0,841.5741666666665
1.5,2,4,5,62.5,55.0,12797.85
0.8,3,6,5,62.0,58.0,2653.57
0.34,1,4,6,61.5,56.0,611.3000000000001
0.3,2,4,4,61.8,55.0,635.1495
1.67,2,5,5,61.7,55.0,13480.421333333334
0.51,1,4,4,62.2,58.0,1683.981
1.27,1,6,7,62.0,60.0,5172.956666666666
0.24,3,1,3,61.5,61.0,493.23
1.01,4,3,6,60.5,64.0,4881.226
1.08,2,5,2,62.5,54.0,7276.67
0.4,2,4,6,60.2,56.0,927.36
0.3,2,5,3,61.5,56.0,615.7615000000001
0.32,2,1,6,60.9,56.0,696.7521666666668
0.31,2,3,3,62.4,55.0,790.367746031746
2.0,5,5,7,65.9,58.0,11289.54
0.55,2,4,3,60.8,56.9,2083.029583333333
0.5,2,1,6,62.0,54.0,1644.85
1.1,2,5,6,62.7,57.0,4987.585
0.72,2,2,6,62.6,57.0,2804.575
0.32,4,7,6,63.2,56.0,444.44
0.9,3,4,4,61.4,57.0,4374.89
0.5,2,2,7,61.4,57.0,1163.67
0.24,3,2,3,60.3,58.0,527.46
0.53,2,3,2,60.9,57.0,2346.383333333333
1.52,1,6,6,61.9,58.0,8676.283333333333
0.31,2,3,2,62.1,56.0,891.6875000000001
0.72,2,4,4,61.4,56.0,3317.71
0.4,1,1,7,61.1,58.0,695.6593333333334
0.52,3,6,4,61.4,57.0,1328.53
1.21,2,4,5,61.2,57.0,8207.196666666667
0.52,3,4,4,63.8,58.0,1668.09
0.3,1,2,5,60.4,58.0,697.1360000000001
1.04,1,3,7,62.6,58.0,4191.776666666667
1.5,3,2,5,62.9,56.0,13643.872
1.22,1,6,7,62.9,56.0,4940.372571428571
0.32,2,4,5,61.4,57.0,580.9064999999999
0.41,2,4,4,61.6,57.0,948.44
1.01,2,1,3,61.1,57.0,11161.67
0.47,3,3,5,59.6,58.1,1282.43
1.01,4,2,6,63.9,56.0,5163.474166666667
0.58,2,4,4,60.6,56.0,1962.92
0.52,2,4,3,60.8,57.0,1963.9579999999999
0.74,3,7,6,62.2,59.0,1955.76
1.01,4,2,3,63.3,55.0,8858.056666666665
0.31,2,1,7,62.3,56.0,491.54404761904766
1.09,1,6,5,59.0,61.0,4877.21
0.9,1,7,6,60.4,59.0,2910.72
2.04,4,3,7,64.0,57.0,15111.208999999999
0.7,2,2,6,62.4,55.0,2580.7106666666664
1.7,1,2,6,61.8,58.0,14901.50857142857
1.2,1,2,6,60.3,57.0,7125.26
0.4,4,6,2,63.9,56.0,860.78
1.35,3,5,3,63.1,56.0,9734.555
0.34,2,4,2,62.1,53.0,913.7434999999998
0.7,3,6,6,63.2,59.0,2051.1639999999998
0.52,2,4,4,62.1,54.0,1740.03
2.05,1,5,5,60.7,61.0,16381.296666666665
0.54,2,7,6,62.5,54.0,1239.85
1.39,1,2,7,62.7,58.0,7154.535
0.32,2,6,1,61.7,55.0,698.1475
0.63,2,2,5,62.1,56.0,2236.53
0.3,2,4,5,61.6,57.0,601.3947142857143
0.31,4,7,6,63.5,55.0,391.71
0.33,1,4,5,60.0,58.0,623.2701666666667
0.27,3,2,4,60.4,59.0,466.06
0.75,1,3,6,61.1,59.0,2665.33
1.6,2,6,7,61.9,57.0,8174.853333333333
0.72,2,7,6,62.7,56.0,1944.4
1.01,5,3,6,66.8,60.0,4468.3225
0.54,2,4,6,62.5,56.0,1338.52
1.26,2,5,4,61.0,57.0,8151.46
0.74,3,3,7,63.2,58.0,2097.73
1.05,2,5,6,61.4,57.0,5138.93
1.27,1,6,4,59.5,61.0,6121.75
1.07,2,2,7,61.5,56.0,5346.273499999999
0.51,2,4,3,60.1,56.0,1879.4408333333333
0.58,1,5,7,59.0,61.0,1207.31
1.09,2,3,3,62.5,55.0,10403.768333333333
0.32,2,6,7,61.7,55.0,401.22666666666663
0.4,2,1,4,59.9,57.0,1086.2252500000002
0.62,2,4,1,60.3,57.0,2914.86
0.31,3,4,3,62.6,57.0,703.1466666666665
0.9,3,6,4,62.6,58.0,3562.97
0.54,3,3,4,61.6,59.0,1738.0875
0.8,3,5,7,59.7,58.0,2443.58
0.43,1,1,5,60.0,59.0,1065.197
0.54,2,3,3,61.0,57.0,2313.46
0.74,2,3,4,62.3,56.0,3237.0796666666665
1.54,1,1,5,59.3,59.0,15757.11
0.86,2,1,6,62.8,56.0,4044.96
0.61,3,3,5,62.6,60.0,1989.08
2.14,2,6,7,61.9,56.0,14462.673333333334
0.31,2,4,2,62.5,54.0,910.1816666666667
0.71,3,1,6,63.2,58.0,2601.9625
0.33,2,3,3,60.9,56.0,787.57
0.42,2,4,2,61.7,55.0,1196.3519999999999
1.79,1,7,6,60.9,60.0,9729.635
1.04,2,4,5,62.0,57.0,6336.299333333333
0.42,1,1,4,60.8,60.0,1201.6258333333333
0.41,2,3,1,61.6,56.0,1385.468214285714
0.42,3,5,2,63.9,56.0,1033.4376666666667
1.5,4,4,4,63.8,59.0,13022.68
0.7,3,3,6,59.4,59.0,2350.95
0.31,2,3,5,60.8,57.0,634.9116666666666
1.51,1,4,4,62.4,59.0,13782.145
0.5,2,1,6,62.9,57.0,1614.573333333333
0.38,2,4,4,61.8,56.0,999.6066666666666
0.31,2,6,5,59.9,57.0,524.9725
0.31,2,3,1,61.9,54.0,941.64
0.53,1,2,5,58.3,62.0,1823.13
0.65,1,3,5,59.0,62.0,2040.71
0.25,3,3,2,62.9,55.0,619.39
0.9,1,3,6,62.6,62.0,3929.82
0.42,4,6,2,59.2,61.0,894.3049999999998
0.43,2,1,4,62.1,56.0,1213.9933333333333
0.31,1,1,7,61.8,60.0,539.3618333333334
0.51,2,2,7,61.3,61.0,1204.2033333333334
0.35,4,4,6,63.8,54.0,580.445
0.9,3,6,4,62.2,58.0,3615.22
0.8,3,7,4,63.4,56.0,2455.72
0.33,1,5,5,61.3,60.0,537.055
0.23,3,2,2,62.9,59.0,514.02
1.23,1,4,4,59.6,60.0,8350.24
0.26,1,2,4,60.1,60.0,567.395
0.3,3,4,6,59.8,57.0,440.4675
1.03,2,2,3,60.6,59.0,9475.56
1.2,3,7,7,61.4,55.0,4517.74
0.36,2,6,1,62.0,55.0,750.938
0.91,3,2,3,61.1,61.0,6561.64
1.5,5,7,6,64.9,58.0,6425.3925
0.78,2,4,6,61.0,57.0,2801.243333333334
0.45,1,7,7,60.9,57.0,815.2555
0.32,3,4,5,59.9,57.0,554.44
1.25,2,5,7,61.6,55.0,5654.636833333334
1.52,1,7,6,60.4,59.0,6879.49
0.34,2,2,4,61.0,57.0,920.7896666666666
0.71,4,6,5,64.3,63.0,2176.07
1.54,1,4,5,60.9,59.0,13013.35
0.9,2,1,7,60.9,57.0,3965.85
0.3,2,3,6,62.3,53.9,486.39000000000016
1.0,1,7,7,62.3,58.0,3355.96
1.1,2,4,5,60.0,57.0,6657.757666666667
1.5,3,6,5,60.8,58.0,9240.89
0.42,2,1,5,62.2,55.0,1015.6970476190477
0.3,1,2,2,60.0,60.0,951.3916666666668
1.38,2,4,2,61.8,56.0,13014.93383333333
1.55,1,5,6,61.8,59.0,9095.79
0.9,2,5,5,62.5,53.0,4407.19
1.2,3,7,6,60.5,59.0,4811.67
0.51,2,4,3,61.6,56.0,1881.6157813852813
0.7,2,4,4,62.2,55.0,2659.368666666667
0.36,1,2,7,61.5,58.0,528.7875
1.01,1,3,5,62.7,58.0,6076.091666666666
1.01,4,3,7,61.3,62.0,4189.28
1.13,2,1,6,61.4,56.0,6426.14
0.92,3,5,7,62.8,59.0,3353.75
0.55,2,5,3,62.1,55.0,1740.5366666666666
1.0,4,1,7,64.3,59.0,4195.443333333334
0.28,3,3,3,60.6,59.0,621.54
2.07,5,4,8,67.7,56.0,6758.09
0.24,3,3,2,59.2,59.0,530.57
0.54,2,4,2,61.6,55.0,2191.8575
0.34,2,5,3,62.2,55.0,844.8616666666666
0.32,4,3,7,63.8,55.0,472.8466666666666
1.01,1,3,2,60.8,58.0,9447.75
0.52,3,2,7,62.9,56.0,1144.5933333333332
0.51,3,2,5,63.0,59.0,1612.3766666666668
1.22,2,6,4,62.3,57.0,6610.198333333333
0.7,1,6,7,62.1,60.0,1819.19
0.53,2,4,3,62.1,54.0,1944.2043333333336
0.72,3,4,6,63.3,53.0,2380.46
0.32,1,5,5,61.7,59.0,609.8476666666667
0.3,2,4,1,62.3,56.0,865.76
0.72,2,3,7,61.6,57.0,2321.53
1.05,2,4,4,61.2,57.0,7163.826666666666
0.53,2,2,5,61.9,55.0,1808.36
0.5,1,6,2,62.8,61.0,1409.9025
0.7,1,6,4,62.9,61.0,2235.3
0.34,2,3,1,62.2,55.0,1146.8341666666668
0.35,2,2,2,61.9,56.0,955.4066666666668
0.48,2,4,1,61.6,54.0,1678.1216666666667
0.5,2,5,5,61.7,55.0,1484.99
1.52,1,4,3,62.9,59.0,13664.87
1.5,1,6,7,62.2,61.0,7496.3275
0.5,3,2,6,62.7,55.0,1277.25
1.02,1,3,3,60.9,59.0,8851.406666666666
0.82,3,4,6,63.1,52.0,2735.64
0.31,3,7,7,63.3,58.0,407.75
0.3,4,3,7,63.4,56.0,440.26
0.32,1,4,3,61.2,59.0,787.0253333333333
0.96,2,4,7,62.0,58.0,4060.6
0.72,1,1,4,62.7,56.0,3400.57
0.3,3,5,3,63.1,60.0,618.35
1.05,1,2,7,60.9,61.0,4820.34
2.12,1,5,7,62.3,58.0,15542.14
1.22,4,4,7,64.0,61.0,4937.74
0.53,3,1,6,61.4,57.0,1508.4566666666665
0.53,2,6,5,60.3,60.0,1213.23
0.7,2,1,7,60.3,56.0,2422.94
0.41,3,1,3,61.2,62.0,1230.0106666666666
0.4,2,4,7,60.6,56.0,822.93
1.75,3,1,7,60.7,57.0,12695.56
0.51,2,1,5,62.2,58.0,1761.8945238095237
0.5,2,3,6,60.1,56.0,1379.425714285714
0.4,3,4,3,62.5,60.0,992.1566666666668
0.23,3,3,3,61.3,60.0,499.2566666666667
1.09,3,1,7,63.4,59.0,4598.211666666667
1.01,1,4,6,61.2,61.0,4608.7975
1.25,2,5,5,60.0,56.0,7793.488
0.9,4,2,7,64.1,57.0,3421.2325
0.94,1,2,7,60.4,59.0,3943.245
0.32,2,6,4,60.9,56.0,517.9675
1.01,3,5,5,61.6,57.0,5385.840999999999
1.11,1,6,8,61.8,59.0,3024.0286666666666
0.32,2,3,3,62.1,54.0,773.1766666666666
2.03,2,4,7,61.5,57.0,15986.476666666667
1.5,2,5,5,62.2,57.0,10545.11
0.41,2,1,3,62.5,57.0,1278.7958333333333
1.77,1,2,5,61.6,58.0,17220.38
0.7,4,3,6,58.7,61.0,2431.53
0.31,2,3,5,61.6,55.0,741.937261904762
1.2,2,6,6,62.2,56.0,5389.55
1.0,4,7,6,59.5,61.0,3716.2173333333335
0.3,1,5,2,61.8,58.0,831.3733333333334
1.59,1,2,4,61.2,58.0,17195.65
0.25,1,2,3,61.5,59.0,725.1673333333333
0.31,2,3,2,61.0,56.0,920.398
1.24,2,4,3,61.1,56.0,9810.238000000001
1.51,1,4,5,60.7,60.0,14544.423333333332
0.38,3,2,6,62.8,58.0,679.45
2.47,1,6,7,62.5,56.0,17007.51
0.61,1,5,6,59.5,62.0,1320.9
0.31,1,2,6,62.7,58.0,696.8525
0.7,3,3,1,61.5,58.0,3716.34
0.75,2,5,6,61.9,56.0,2624.4
0.37,2,4,5,61.3,57.0,681.74
1.5,1,3,5,60.8,58.0,14199.898666666664
2.0,2,5,5,62.4,55.0,15885.66
1.01,4,5,6,60.3,64.0,4453.209666666667
0.38,1,1,5,58.8,61.0,969.74
0.57,2,4,4,62.0,55.0,1886.815
0.53,2,4,4,62.7,55.0,1744.1691666666668
1.08,2,3,8,61.8,56.0,3563.6366666666668
0.39,2,1,4,61.9,57.0,1147.175
0.71,2,5,4,62.4,56.0,2549.38
0.46,2,6,6,61.9,55.0,813.6
0.75,4,7,6,61.0,59.0,1956.75
0.31,2,4,3,62.7,57.0,808.1976190476191
0.31,2,4,3,61.4,56.0,829.9116666666667
1.08,2,4,6,61.8,56.0,5254.31
1.04,2,2,7,62.0,55.0,4929.034000000001
0.64,2,3,5,62.5,56.0,2294.4083333333333
0.3,3,2,3,62.9,55.0,709.4511111111111
0.5,2,2,5,60.8,57.0,1653.535
0.75,2,7,6,61.5,56.0,1937.26
0.47,1,4,6,59.5,60.0,1066.59
0.78,2,5,6,61.2,56.0,2878.244
0.84,5,4,6,55.1,67.0,2938.126666666666
1.27,3,6,5,63.3,63.0,6058.19
1.0,5,5,6,65.5,57.0,3461.3
0.32,1,5,5,62.3,57.0,580.1669999999999
0.51,3,2,6,63.1,56.0,1396.0033333333333
1.11,3,6,7,61.2,61.0,4228.89
1.57,3,5,4,62.8,60.0,11373.71
0.73,2,4,4,60.8,56.4,3381.62
0.34,2,1,5,62.5,57.0,866.7373333333334
0.76,3,5,5,63.4,58.0,2625.23
0.32,1,2,1,60.0,61.0,1060.637
0.4,2,3,2,60.7,56.0,1304.25
0.31,1,4,4,60.8,61.0,728.9435000000001
1.91,2,7,6,60.7,56.0,11140.79
0.3,2,1,6,61.0,56.0,608.0863809523812
0.43,3,2,4,61.3,56.0,1063.2806666666665
1.1,3,2,6,61.3,58.0,5699.58
1.06,1,1,7,60.9,60.0,4869.33
0.23,2,3,3,61.9,57.0,548.39
2.68,1,4,8,58.6,60.0,10390.94
0.72,3,1,6,62.9,58.0,2639.07
0.7,2,4,5,62.7,54.0,2747.19
0.33,3,6,5,62.6,58.0,482.8019999999999
1.51,4,3,7,63.4,57.0,7926.785
2.01,1,2,7,62.6,58.0,15139.8
0.26,3,3,4,60.5,59.0,456.735
0.9,4,3,7,64.2,62.0,3085.111666666666
1.22,2,4,7,62.3,57.0,5843.03
0.72,2,6,4,62.4,55.0,2445.2445000000002
0.5,3,1,5,62.8,58.0,1679.2859999999998
1.01,3,4,4,58.8,58.0,6816.71
0.53,2,4,4,61.8,55.0,1721.32
0.32,3,5,3,62.4,56.0,642.98
0.56,2,5,6,61.7,56.0,1389.5
1.22,2,5,7,62.3,55.3,6004.546166666667
1.01,2,1,6,62.0,55.0,5700.22
0.52,2,4,4,61.9,55.5,1732.5645000000002
0.71,1,1,2,59.2,59.0,4004.38
0.33,1,4,4,62.3,58.0,818.6800000000002
0.9,1,2,5,62.1,55.0,4912.61
0.56,2,4,5,61.9,55.0,1666.148
0.67,3,5,5,62.9,55.0,2016.2066666666665
0.71,3,2,5,60.7,56.0,2884.58
1.11,1,6,5,60.4,58.0,5027.746666666666
0.32,1,1,6,61.5,59.0,692.7773333333333
0.95,1,5,6,62.9,58.0,3823.485
0.53,2,4,4,62.7,55.0,1744.1691666666668
0.74,3,2,6,59.9,56.0,2885.49
0.31,2,3,2,60.4,59.0,866.4328333333333
0.33,1,6,5,61.1,59.0,584.8423333333334
0.7,5,4,8,66.9,55.0,1041.28
0.93,4,1,6,63.8,59.0,4045.897642857143
0.81,3,2,6,60.3,60.0,3262.19
0.81,3,4,7,63.2,60.0,2458.01
1.0,2,4,4,62.2,56.0,6471.6973333333335
0.37,2,1,2,62.0,56.0,1287.5413333333333
0.68,3,3,6,60.1,57.9,1989.44
0.43,1,3,3,61.6,60.0,1174.3735000000001
2.39,3,7,4,59.6,60.0,15982.41
1.01,4,4,7,63.8,53.0,3876.26
0.42,2,1,3,62.5,57.0,1315.4946666666667
0.36,1,4,1,61.0,59.0,1125.2166666666667
0.34,3,3,1,61.1,54.0,1058.0964999999999
1.24,2,6,6,62.0,58.0,5926.8
0.27,2,2,3,62.2,55.0,783.925
0.73,3,2,4,63.0,60.0,3016.041666666667
1.27,2,5,6,61.7,57.0,6780.95
0.9,1,2,6,61.6,57.0,4267.593333333334
1.29,1,1,6,62.7,55.0,8337.52
1.22,2,6,7,60.7,57.0,4961.843666666667
0.53,2,3,5,61.8,55.0,1715.8725
0.7,3,2,3,60.7,56.0,4325.676666666667
0.51,1,4,5,62.9,58.0,1507.04
0.3,4,5,7,63.9,56.0,464.89916666666664
0.32,2,1,6,62.7,57.0,674.7418333333334
0.3,1,2,5,62.6,58.0,825.125
0.38,2,6,3,62.0,55.0,828.2066666666666
0.9,4,2,7,62.0,63.0,3611.06
0.7,3,3,6,61.4,57.0,2378.17
0.32,3,3,7,62.6,56.0,475.103
1.53,2,2,7,61.0,55.0,9772.415
0.41,5,5,6,65.4,61.0,743.6353333333333
1.51,1,2,6,58.3,59.0,11811.09
0.32,2,1,6,62.6,55.0,619.4868333333333
0.5,3,3,6,61.2,61.0,1203.33
0.52,2,7,6,62.0,54.0,1062.06
0.4,2,6,3,61.8,56.0,893.0358333333332
0.42,2,2,6,62.6,57.0,933.3921666666666
0.23,3,2,5,62.5,59.0,389.74
0.31,4,4,5,63.5,58.0,550.345
0.46,3,2,4,62.9,52.0,1414.9696666666669
0.57,2,4,4,59.3,57.0,1803.99
0.52,2,6,3,62.2,57.0,1421.2566666666667
1.0,1,3,6,61.6,61.0,4867.596666666666
0.7,3,1,6,61.1,58.0,2653.0825
0.5,3,2,3,61.5,60.0,2139.77
0.31,1,6,6,61.4,61.0,519.58
0.86,1,6,8,62.6,56.0,1847.256666666667
0.32,2,1,7,59.5,57.0,505.3925
0.41,2,3,6,62.7,57.0,788.6376666666666
0.71,5,6,4,64.5,56.0,2192.3
0.77,1,2,7,61.7,61.0,2323.3
0.9,2,3,4,61.6,56.0,5491.04
0.53,2,2,4,61.5,55.0,1972.506
1.21,1,6,6,62.1,56.0,5112.29
1.5,2,6,8,61.8,57.0,5258.331666666666
0.74,2,2,5,61.9,57.0,3211.578333333333
1.2,2,7,6,61.6,57.0,4976.376666666667
0.51,2,1,3,61.3,57.0,2762.59
1.24,1,3,4,60.1,59.0,9610.9725
0.5,2,2,7,60.7,56.0,1206.28
1.24,3,5,3,61.3,55.0,8632.68
0.71,3,2,7,61.9,63.0,2215.7
0.32,1,7,4,60.6,59.0,460.8325000000001
1.01,3,7,5,59.3,59.0,4061.67
0.78,2,4,5,61.7,55.0,3523.88
0.71,2,2,5,62.2,57.0,2989.9933333333333
0.91,4,2,6,64.0,61.0,3806.7405
0.43,3,6,2,63.0,56.0,931.4583333333333
0.61,1,2,6,60.1,59.0,1790.41
0.36,3,3,6,61.9,59.0,610.1983333333334
0.53,3,3,5,60.5,55.0,1658.09
0.55,2,4,1,62.0,55.0,2402.07
0.55,2,5,1,61.5,55.0,2147.29
0.54,2,2,4,61.2,57.0,1984.6233333333332
1.3,3,6,4,62.6,57.0,6720.0025
0.57,2,5,6,61.8,54.0,1273.35
0.7,2,6,4,61.9,56.0,2507.172666666667
0.31,2,1,3,61.2,59.0,812.48
0.32,2,4,6,60.9,57.0,536.086
0.33,2,2,2,61.7,56.0,1013.8680952380953
0.52,2,2,5,61.5,56.0,1712.8509999999997
0.93,2,5,6,62.8,56.0,4432.885
1.01,2,4,5,61.9,58.0,6264.085333333333
1.0,4,1,7,64.0,59.0,3832.873333333334
0.34,1,5,2,61.5,60.0,945.4433333333334
0.4,2,1,6,63.0,57.0,887.3096666666668
1.08,2,4,5,62.5,57.0,6532.359833333333
0.32,1,1,6,61.3,60.0,627.1991666666667
1.23,2,5,8,61.6,55.0,3520.69
0.71,3,1,6,60.9,60.0,2735.41
1.56,1,1,6,62.6,58.0,11372.685
0.9,4,1,6,61.1,62.0,4295.285666666667
0.54,2,4,1,62.3,56.0,2281.4266666666667
1.52,2,7,6,61.9,57.0,7423.625
0.71,5,1,6,66.3,56.0,2426.88
0.51,3,2,5,63.5,57.0,1658.54
0.24,1,6,4,62.5,57.0,436.70333333333326
1.0,2,3,2,62.3,53.0,9871.83
0.55,1,4,7,60.3,58.0,1223.9591666666665
0.91,2,2,6,61.0,58.0,4631.9783333333335
0.9,3,4,5,58.4,61.0,4395.57
0.92,1,6,4,61.4,58.0,3800.08
1.01,1,1,6,60.0,59.0,5484.67
1.1,2,4,4,62.0,58.0,7226.056666666666
0.9,3,2,3,62.0,55.0,7527.93
1.24,2,6,6,62.1,56.0,5472.761333333333
0.3,4,7,6,63.8,56.0,380.00666666666666
0.9,4,2,5,63.7,54.0,4256.1475
0.6,1,2,6,61.9,58.0,1716.9
1.51,1,3,6,62.8,59.0,11632.998666666665
0.55,1,1,2,60.3,59.0,3308.663333333334
1.51,2,6,6,61.2,60.0,8561.3
1.29,1,6,6,62.2,58.0,5919.5975
1.51,3,4,2,62.2,58.0,15812.71
0.33,2,4,5,62.0,57.0,634.86
0.51,2,4,4,62.0,56.0,1670.9519047619046
0.57,2,2,5,61.6,56.0,1883.8312857142853
0.42,2,3,4,61.3,57.0,1084.002
0.7,5,5,5,57.0,58.0,2177.34
0.5,2,3,3,62.3,57.0,2098.4835757575756
0.32,1,2,6,61.9,59.0,663.0225
1.31,2,6,5,61.7,55.0,7101.853333333333
0.31,1,4,6,61.8,58.0,475.541
0.71,2,2,4,60.4,56.0,3599.0816666666665
1.01,4,2,7,63.7,58.0,4408.615333333333
1.0,3,1,7,60.8,63.0,4363.82
0.25,2,4,2,61.7,56.0,560.376
0.72,1,4,7,62.8,61.0,2003.74
0.83,3,2,6,63.5,58.0,2906.09
0.42,2,1,5,62.2,55.0,1015.6970476190477
1.51,2,2,5,61.2,57.0,13816.58
1.02,3,5,4,63.1,57.0,5362.36
1.01,3,3,7,62.7,55.0,4242.3575
0.31,1,4,2,59.5,60.0,1007.5466666666667
0.4,2,1,5,61.7,57.0,1102.115
0.71,3,4,4,59.3,55.0,3087.95
0.54,3,4,4,63.6,56.0,1738.565
0.31,4,6,4,63.7,55.0,497.49875
0.8,2,1,5,61.0,57.0,4345.43
0.31,3,6,6,60.7,60.0,428.33
1.2,2,2,2,61.6,57.0,13817.47
0.36,2,5,6,61.4,56.0,570.2
0.24,3,2,2,62.8,59.0,543.57
0.52,2,1,5,62.3,54.0,1858.9775
1.21,1,7,5,62.4,58.0,4966.916666666667
0.51,2,4,5,62.3,54.0,1483.4733333333334
0.63,1,3,6,60.9,56.0,1768.2
0.53,2,4,1,61.9,56.0,2248.305
0.31,2,3,5,62.6,57.0,713.945
1.5,2,4,5,62.0,55.0,13545.826666666668
1.26,4,7,5,63.2,57.3,5233.495
0.23,3,2,2,61.9,58.0,498.2483333333333
0.54,1,5,4,62.4,55.0,1625.46
1.18,2,6,6,62.2,56.0,5227.46
1.5,4,2,7,63.5,59.0,8300.2
0.51,1,3,5,60.1,59.0,1568.63
0.23,3,2,4,59.6,65.0,386.86
0.78,2,2,5,61.1,55.0,3488.15
1.51,1,5,4,62.4,60.0,11413.585333333333
1.46,3,6,6,62.5,57.0,7216.93
0.92,3,7,6,62.6,58.0,3145.4
0.32,1,4,5,62.8,58.0,690.4794999999999
1.0,3,5,5,63.3,53.0,4873.91
1.18,3,2,8,62.5,58.0,3743.6725
0.34,2,5,5,61.5,54.0,566.7033333333334
2.22,1,3,7,59.2,59.0,15758.94
0.41,2,5,2,62.2,57.0,1069.2698333333335
0.64,2,5,5,62.3,54.0,2041.4733333333334
1.07,1,4,5,59.8,58.0,6513.45
0.3,2,6,6,61.7,57.0,427.13666666666666
2.48,1,6,7,63.0,62.0,14279.28
1.0,4,3,6,63.8,57.0,4559.282857142856
0.71,3,3,7,59.5,58.0,2257.54
0.74,2,1,7,62.2,57.0,2686.01
0.33,2,3,2,60.6,59.0,877.0483333333334
1.0,3,2,5,63.8,59.0,6543.028
1.51,3,3,5,61.1,59.0,13339.2
0.41,1,4,6,62.8,58.0,849.1569999999999
0.85,1,2,5,60.2,60.0,3793.95
0.33,1,2,5,60.6,58.0,817.5579047619048
0.38,3,3,7,60.1,60.0,701.39
1.52,2,3,6,62.0,54.0,11979.67
1.15,2,6,6,62.3,57.0,5144.02
1.03,2,2,7,61.7,55.0,4700.743333333333
1.53,1,6,4,62.4,59.0,10570.05
0.7,4,1,6,64.2,60.0,2388.98
1.2,3,1,6,62.4,58.0,7026.86
1.08,2,6,5,61.8,54.0,5414.59
2.2,1,6,5,62.0,57.0,15484.09
0.8,3,5,6,62.5,56.0,2702.18
0.42,2,4,2,60.6,56.0,1218.2466666666667
0.32,1,6,5,62.2,59.0,553.0961666666667
0.78,2,4,5,61.1,56.0,3268.4
0.25,3,6,3,62.1,56.0,451.12
0.83,5,6,5,64.9,58.0,2551.65
0.36,3,3,3,61.6,55.0,807.51
0.5,4,6,5,64.6,59.0,1078.35
0.38,2,5,6,61.2,56.0,698.335
2.0,2,3,7,62.0,57.0,16279.38
0.23,3,1,4,62.4,56.0,416.12
0.51,3,5,6,62.0,57.0,1230.05
1.4,2,3,2,61.9,57.0,15004.545000000002
1.02,3,2,1,61.7,60.0,11449.4175
0.9,3,2,6,63.2,54.0,4027.43
0.9,1,1,6,62.7,58.0,4396.96
0.51,2,2,5,61.5,57.0,1672.046166666667
1.5,2,2,6,61.9,57.0,11234.581333333334
1.53,2,4,3,61.0,55.0,15589.553333333333
0.82,1,4,7,62.3,58.0,2583.32
0.4,1,4,6,62.8,60.0,885.1402857142858
0.27,1,2,4,61.5,58.0,602.4326666666666
0.42,3,4,6,61.9,55.0,740.11
0.91,3,4,3,63.4,58.0,4703.31
0.73,2,6,5,62.1,54.0,2358.586666666667
0.8,4,3,4,59.0,60.9,3686.3715
0.9,3,4,5,63.8,58.0,4281.375000000001
1.05,2,2,3,62.4,56.0,9470.02
1.5,4,6,5,57.8,60.0,8933.9775
1.02,1,3,4,61.9,58.0,7417.978571428572
1.52,3,3,4,63.4,60.0,15671.386666666665
0.52,3,2,4,59.1,58.0,1927.18
0.97,2,5,5,62.9,56.0,4423.725
0.54,3,4,6,62.2,57.0,1375.73
1.0,4,2,6,63.7,60.0,4874.2716666666665
0.59,2,2,5,62.2,58.0,1942.59
0.71,3,2,5,58.5,57.0,2841.65
0.3,1,1,5,60.4,59.0,819.2520000000001
1.01,4,2,5,63.4,56.0,6125.209
1.0,3,5,7,59.1,62.0,4208.15
1.0,3,3,6,63.3,58.0,5337.07
0.92,1,4,7,62.9,58.0,3389.47
0.76,1,5,5,58.7,61.0,2588.583
0.4,1,2,4,61.5,58.0,1079.4080000000001
0.4,2,2,3,62.3,54.0,1094.0728571428572
1.0,4,2,4,60.1,63.0,7059.2
1.31,1,5,5,59.8,58.0,6611.785
0.32,2,2,4,62.3,54.0,800.3059999999999
0.3,2,4,4,62.2,55.0,735.0309523809523
1.06,2,2,5,61.3,57.0,7622.15
0.73,3,2,4,60.9,61.0,3390.185
